Title;Review;Weight;Price_before_discount;Discount;Price;Date;Origin;Brand;Id;Url;Subcategory;Date_collecting_data
Snack Gurken 250g;16;pro 250g | 100g = 0.80 CHF;;;1.99;;Herkunft: variabel;Kids Snack;Artikelnr.: 82241;https://sortiment.lidl.ch/de/snack-gurken-250g-0082241;Gemüse;2024-10-29 19:54:18.207193
Bio Zwiebeln 500g;1;pro 500g | 1Kg = 4.58 CHF;;;2.29;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84665;https://sortiment.lidl.ch/de/bio-zwiebeln-500g-0084665;Gemüse;2024-10-29 19:54:18.207193
Kartoffeln 2kg;;pro 2kg | 1Kg = 1.16 CHF;;;2.32;;Herkunft: Schweiz;;Artikelnr.: 83244;https://sortiment.lidl.ch/de/kartoffeln-2kg-0083244;Gemüse;2024-10-29 19:54:18.207193
Bio Kartoffeln mehligkochend 1kg;;pro 1kg |;;;2.65;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84669;https://sortiment.lidl.ch/de/bio-kartoffeln-mehligkochend-1kg-0084669;Gemüse;2024-10-29 19:54:18.207193
Bio Kartoffeln festkochend 1kg;;pro 1kg |;;;2.65;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84660;https://sortiment.lidl.ch/de/bio-kartoffeln-festkochend-1kg-0084660;Gemüse;2024-10-29 19:54:18.207193
Zwiebeln rot 1kg;11;pro 1kg |;;;1.79;;Herkunft: variabel;Terra Natura;Artikelnr.: 83352;https://sortiment.lidl.ch/de/zwiebeln-rot-1kg-0083352;Gemüse;2024-10-29 19:54:18.207193
Zwiebeln 2kg;;pro 2kg | 1Kg = 1.48 CHF;;;2.95;;Herkunft: Schweiz;Terra Natura;Artikelnr.: 83333;https://sortiment.lidl.ch/de/zwiebeln-2kg-0083333;Gemüse;2024-10-29 19:54:18.207193
Zwiebeln gelb;;pro 1kg |;;;1.59;;Herkunft: Schweiz;Terra Natura;Artikelnr.: 83325;https://sortiment.lidl.ch/de/zwiebeln-gelb-0083325;Gemüse;2024-10-29 19:54:18.207193
Baked Potatoes 5kg;5;pro 5kg | 1Kg = 1.12 CHF;;;5.6;;Herkunft: Schweiz;;Artikelnr.: 83318;https://sortiment.lidl.ch/de/baked-potatoes-5kg-0083318;Gemüse;2024-10-29 19:54:18.207193
Kartoffeln Raclette 1kg;1;pro 1kg |;;;1.49;;Herkunft: Schweiz;;Artikelnr.: 83222;https://sortiment.lidl.ch/de/kartoffeln-raclette-1kg-0083222;Gemüse;2024-10-29 19:54:18.207193
Kartoffeln;;pro 1kg |;;;1.39;;Herkunft: Schweiz;;Artikelnr.: 83215;https://sortiment.lidl.ch/de/kartoffeln-0083215;Gemüse;2024-10-29 19:54:18.207193
Bio Gartenkräuter;6;pro Stück |;;;1.99;;Herkunft: variabel;BIO Organic;Artikelnr.: 84647;https://sortiment.lidl.ch/de/bio-gartenkraeuter-0084647;Gemüse;2024-10-29 19:54:18.207193
Champignons weiss 400g;7;pro 400g | 100g = 0.40 CHF;;;1.59;;Herkunft: variabel;;Artikelnr.: 83017;https://sortiment.lidl.ch/de/champignons-weiss-400g-0083017;Gemüse;2024-10-29 19:54:18.207193
Champignons weiss 250g;16;pro 250g | 100g = 0.68 CHF;;;1.69;;Herkunft: variabel;;Artikelnr.: 83015;https://sortiment.lidl.ch/de/champignons-weiss-250g-0083015;Gemüse;2024-10-29 19:54:18.207193
Zuckermais gekocht 400g;2;pro 400g | 100g = 0.38 CHF;;;1.49;;Herkunft: Spanien;;Artikelnr.: 82864;https://sortiment.lidl.ch/de/zuckermais-gekocht-400g-0082864;Gemüse;2024-10-29 19:54:18.207193
Bio Muskat Kürbis;;pro 1kg |;;;3.99;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84677;https://sortiment.lidl.ch/de/bio-muskat-kuerbis-0084677;Gemüse;2024-10-29 19:54:18.207193
BIO Organic Bio Randen;;pro 1kg |;;;3.99;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84634;https://sortiment.lidl.ch/de/bio-organic-bio-randen-0084634;Gemüse;2024-10-29 19:54:18.207193
Bio Pastinaken 500g;;pro 500g | 1Kg = 3.98 CHF;;;1.99;;Herkunft: variabel;BIO Organic;Artikelnr.: 84626;https://sortiment.lidl.ch/de/bio-pastinaken-500g-0084626;Gemüse;2024-10-29 19:54:18.207193
Bio Rüebli 1kg;5;pro 1kg |;3.29;-39%;2;24.10. - 30.10.;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84611;https://sortiment.lidl.ch/de/bio-rueebli-1kg-0084611;Gemüse;2024-10-29 19:54:18.207193
Bio Zuckermais 350g;;pro 350g | 100g = 0.86 CHF;;;2.99;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84592;https://sortiment.lidl.ch/de/bio-zuckermais-350g-0084592;Gemüse;2024-10-29 19:54:18.207193
BIO Stangen-Sellerie 500g;2;pro 500g | 1Kg = 6.98 CHF;;;3.49;;Herkunft: Schweiz;BIO Organic;Artikelnr.: 84458;https://sortiment.lidl.ch/de/bio-stangen-sellerie-500g-0084458;Gemüse;2024-10-29 19:54:18.207193
Rüebli Terra Natura 2,5kg;;pro 2,5kg | 1Kg = 1.60 CHF;;;3.99;;Herkunft: Schweiz;;Artikelnr.: 83670;https://sortiment.lidl.ch/de/rueebli-terra-natura-2-5kg-0083670;Gemüse;2024-10-29 19:54:18.207193
Kürbis Hokkaido;;pro 1kg |;;;2.79;;Herkunft: Schweiz;;Artikelnr.: 82840;https://sortiment.lidl.ch/de/kuerbis-hokkaido-0082840;Gemüse;2024-10-29 19:54:18.207193
Knollen-Sellerie;;pro 1kg |;;;2.49;;Herkunft: Schweiz;;Artikelnr.: 82720;https://sortiment.lidl.ch/de/knollen-sellerie-0082720;Gemüse;2024-10-29 19:54:18.207193
Knoblauch 200g;;pro 200g | 100g = 0.40 CHF;;;0.79;;Herkunft: Spanien;;Artikelnr.: 82711;https://sortiment.lidl.ch/de/knoblauch-200g-0082711;Gemüse;2024-10-29 19:54:18.207193
Kürbis Halloween;;pro Stück |;;;4.99;;Herkunft: Deutschland;;Artikelnr.: 82696;https://sortiment.lidl.ch/de/kuerbis-halloween-0082696;Gemüse;2024-10-29 19:54:18.207193
Bio Peperoni Mix 400g;7;pro 400g | 100g = 0.45 CHF;;;1.79;;Herkunft: variabel;BIO Organic;Artikelnr.: 84587;https://sortiment.lidl.ch/de/bio-peperoni-mix-400g-0084587;Gemüse;2024-10-29 19:54:18.207193
Peperoncini Mix 100g;11;pro 100g |;;;0.85;;Herkunft: variabel;;Artikelnr.: 82660;https://sortiment.lidl.ch/de/peperoncini-mix-100g-0082660;Gemüse;2024-10-29 19:54:18.207193
Spitzpeperoni rot 500g;11;pro 500g | 1Kg = 1.98 CHF;1.59;-37%;0.99;24.10. - 30.10.;Herkunft: variabel;;Artikelnr.: 82637;https://sortiment.lidl.ch/de/spitzpeperoni-rot-500g-0082637;Gemüse;2024-10-29 19:54:18.207193
Peperoni rot;2;pro 1kg |;;;2.79;;Herkunft: variabel;;Artikelnr.: 82615;https://sortiment.lidl.ch/de/peperoni-rot-0082615;Gemüse;2024-10-29 19:54:18.207193
Peperoni Mix 500g;78;pro 500g | 1Kg = 2.58 CHF;;;1.29;;Herkunft: variabel;;Artikelnr.: 82586;https://sortiment.lidl.ch/de/peperoni-mix-500g-0082586;Gemüse;2024-10-29 19:54:18.207193
Spitzpeperoni gelb 500g;1;pro 500g | 1Kg = 3.18 CHF;;;1.59;;Herkunft: variabel;;Artikelnr.: 82541;https://sortiment.lidl.ch/de/spitzpeperoni-gelb-500g-0082541;Gemüse;2024-10-29 19:54:18.207193
