name,price,amount,price_per_amount,country_origin,additional_info,category,time,BIO,price per 100g/pice,Swiss_product,retailer,main_category,sub_category,Title,Review,Weight,Price_before_discount,Discount,Timewindow_discount,Brand,Id,Url,Date,Discount_relative,Price_higher_avg,Last_char_price,Is_last_char_9,Word_count,Unit,Weight_unit,Discount_start_date,Discount_end_date,Discount_start_day,Discount_end_day,Discount_duration,Discount_exist,unit,product_url,product_simple
Peperoni,2.79,1000g,,variabel,,,2024-10-28,False,0.28,False,lidl,gemüse,Gemüse,Peperoni rot,2.0,pro 1kg |,,,,,82615.0,https://sortiment.lidl.ch/de/peperoni-rot-0082615,28.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Peperoni
Peperoni,1.29,500g,,variabel,,,2024-10-28,False,0.26,False,lidl,gemüse,Gemüse,Peperoni Mix 500g,78.0,pro 500g | 1Kg = 2.58 CHF,,,,,82586.0,https://sortiment.lidl.ch/de/peperoni-mix-500g-0082586,28.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Pepperoni
Spitzpaprikas,1.59,500g,,variabel,,,2024-10-28,False,0.32,False,lidl,gemüse,Gemüse,Spitzpeperoni gelb 500g,1.0,pro 500g | 1Kg = 3.18 CHF,,,,,82541.0,https://sortiment.lidl.ch/de/spitzpeperoni-gelb-500g-0082541,28.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Spitzpaprika
Zartweizen,7.49,1000g,,unknown,,,2024-10-29,False,0.75,,lidl,obst,Hülsenfrüchte,Ebly Zartweizen,0.0,pro 1kg |,,,,Ebly,8998.0,https://sortiment.lidl.ch/de/ebly-zartweizen-0008998,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Zucchini
Bohnen,4.79,100g,,unknown,,,2024-10-29,False,4.79,,lidl,obst,Hülsenfrüchte,Solomania Dörrbohnen,0.0,pro 100g |,,,,Solomania,5103950.0,https://sortiment.lidl.ch/de/solomania-doerrbohnen-5103950,29.10.2024,,True,9.0,True,2.0,100g,g,,,,,,False,,,Bohne
Quinoas,3.55,400g,,unknown,,,2024-10-29,True,0.89,,lidl,obst,Hülsenfrüchte,Bio Quinoa tricolore,0.0,pro 400g | 100g = 0.89 CHF,,,,Crownfild,119437.0,https://sortiment.lidl.ch/de/bio-quinoa-tricolore-0119437,29.10.2024,,True,5.0,False,3.0,400g,g,,,,,,False,,,Quinoa
Hülsenfrüchte,2.29,500g,,unknown,,,2024-10-29,True,0.46,,lidl,obst,Hülsenfrüchte,Bio Hülsenfrüchte,1.0,pro 500g | 100g = 0.46 CHF,,,,Golden Sun,119562.0,https://sortiment.lidl.ch/de/bio-huelsenfruechte-0119562,29.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Hülsenfrucht
Äpfel,2.59,6 Stücke,,Schweiz,,,2024-10-29,False,0.43,true,lidl,obst,Obst,Liebling der Apfelkönigin,6.0,pro 6Stk. | 1 Stk = 0.44 CHF,,,,,80224.0,https://sortiment.lidl.ch/de/liebling-der-apfelkoenigin-0080224,29.10.2024,,True,9.0,True,3.0,6Stk.,Stück,,,,,,False,,,Apfel
Zitronen,0.93,500g,,variabel,,,2024-10-29,False,0.19,False,lidl,obst,Obst,Zitronen 500g,37.0,pro 500g | 1Kg = 1.86 CHF,,,,,80170.0,https://sortiment.lidl.ch/de/zitronen-500g-0080170,29.10.2024,,False,3.0,False,2.0,500g,g,,,,,,False,,,Zitrone
Heidelbeeren,5.69,400g,,variabel,,,2024-10-29,False,1.42,False,lidl,obst,Obst,Heidelbeeren 400g,59.0,pro 400g | 100g = 1.43 CHF,,,,,80818.0,https://sortiment.lidl.ch/de/heidelbeeren-400g-0080818,29.10.2024,,True,9.0,True,2.0,400g,g,,,,,,False,,,Heidelbeere
Birnen,2.99,500g,,Schweiz,,,2024-10-29,True,0.6,true,lidl,obst,Obst,Bio Birnen 500g,0.0,pro 500g | 1Kg = 5.98 CHF,,,,BIO Organic,81580.0,https://sortiment.lidl.ch/de/bio-birnen-500g-0081580,29.10.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Birne
Trauben,2.99,700g,,variabel,,,2024-10-29,False,0.43,False,lidl,obst,Obst,Trauben hell kernlos 700g,0.0,pro 700g | 1Kg = 4.28 CHF,,,,,80506.0,https://sortiment.lidl.ch/de/trauben-hell-kernlos-700g-0080506,29.10.2024,,True,9.0,True,4.0,700g,g,,,,,,False,,,Traube
Äpfel,4.19,1500g,,Schweiz,,,2024-10-29,False,0.28,true,lidl,obst,Obst,"Äpfel rot 1,5kg",65.0,"pro 1,5kg | 1Kg = 2.80 CHF",,,,,80229.0,https://sortiment.lidl.ch/de/aepfel-rot-1-5kg-0080229,29.10.2024,,True,9.0,True,3.0,"1,5kg",g,,,,,,False,,,Apfel
Kiwis,3.49,500g,,Italien,,,2024-10-29,True,0.7,False,lidl,obst,Obst,Bio Kiwi Gold 500g,5.0,pro 500g | 1Kg = 6.98 CHF,,,,BIO Organic,81722.0,https://sortiment.lidl.ch/de/bio-kiwi-gold-500g-0081722,29.10.2024,,True,9.0,True,4.0,500g,g,,,,,,False,,,Kiwifrucht
Äpfel,2.89,1000g,,Schweiz,,,2024-10-29,False,0.29,true,lidl,obst,Obst,Äpfel rot,4.0,pro 1kg |,,,,,80220.0,https://sortiment.lidl.ch/de/aepfel-rot-0080220,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Apfel
Orangen,1.99,1000g,,Spanien,,,2024-10-29,False,0.2,False,lidl,obst,Obst,Orangen,3.0,pro 1kg |,,,,,80135.0,https://sortiment.lidl.ch/de/orangen-0080135,29.10.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Orange
Kakis,2.49,1000g,,Spanien,,,2024-10-29,False,0.25,False,lidl,obst,Obst,Kaki 1kg,0.0,pro 1kg |,,,,,80660.0,https://sortiment.lidl.ch/de/kaki-1kg-0080660,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Kaki
Avocados,1.25,1 Stück,,variabel,,,2024-10-29,False,1.25,False,lidl,obst,Obst,Avocado ready to eat,49.0,pro Stück |,,,,Rainforest Alliance,80616.0,https://sortiment.lidl.ch/de/avocado-ready-to-eat-0080616,29.10.2024,,False,5.0,False,4.0,Stück,Stück,,,,,,False,,,Avocado
Mangos,1.95,1 Stück,,Spanien,,,2024-10-29,False,1.95,False,lidl,obst,Obst,Mango,13.0,pro Stück |,,,,Rainforest Alliance,80711.0,https://sortiment.lidl.ch/de/mango-0080711,29.10.2024,,False,5.0,False,1.0,Stück,Stück,,,,,,False,,,Mango
Mangos,2.49,1 Stück,,Spanien,,,2024-10-29,True,2.49,False,lidl,obst,Obst,BIO Mango,0.0,pro Stück |,,,,BIO Organic,81850.0,https://sortiment.lidl.ch/de/bio-mango-0081850,29.10.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Mango
Avocados,1.29,1 Stück,,variabel,,,2024-10-29,True,1.29,False,lidl,obst,Obst,Bio Avocado,144.0,pro Stück |,,,,BIO Organic,81671.0,https://sortiment.lidl.ch/de/bio-avocado-0081671,29.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Avocado
Passionsfrüchte,0.49,1 Stück,,Kolumbien,,,2024-10-29,False,0.49,False,lidl,obst,Obst,Fairtrade Passionsfrucht,27.0,pro Stück |,,,,Fairglobe,80747.0,https://sortiment.lidl.ch/de/fairtrade-passionsfrucht-0080747,29.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Passionsfrucht
Physalis,1.19,100g,,Kolumbien,,,2024-10-29,False,1.19,False,lidl,obst,Obst,Physalis 100g,8.0,pro 100g |,,,,,80735.0,https://sortiment.lidl.ch/de/physalis-100g-0080735,29.10.2024,,False,9.0,True,2.0,100g,g,,,,,,False,,,Physalis
Papayas,2.89,1000g,,Spanien,,,2024-10-29,False,0.29,False,lidl,obst,Obst,Papaya,9.0,pro 1kg |,,,,,80725.0,https://sortiment.lidl.ch/de/papaya-0080725,29.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Papaya
Kokosnüsse,0.99,1 Stück,,variabel,,,2024-10-29,False,0.99,False,lidl,obst,Obst,Kokosnuss,1.0,pro Stück |,,,,,80696.0,https://sortiment.lidl.ch/de/kokosnuss-0080696,29.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kokosnuss
Kiwis,1.99,3 Stücke,,variabel,,,2024-10-29,False,0.66,False,lidl,obst,Obst,Kiwi Gold 3 Stück,8.0,pro 3 Stück |,,,,,80690.0,https://sortiment.lidl.ch/de/kiwi-gold-3-stueck-0080690,29.10.2024,,False,9.0,True,4.0,3,Stück,,,,,,False,,,Kiwi
Kiwis,0.59,1 Stück,,Italien,,,2024-10-29,False,0.59,False,lidl,obst,Obst,Kiwi,39.0,pro Stück |,,,,,80676.0,https://sortiment.lidl.ch/de/kiwi-0080676,29.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kiwis
Kakis,0.69,1 Stück,,Spanien,,,2024-10-29,False,0.69,False,lidl,obst,Obst,Kaki,0.0,pro Stück |,,,,,80656.0,https://sortiment.lidl.ch/de/kaki-0080656,29.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kaki
Granatäpfel,1.05,1 Stück,,variabel,,,2024-10-29,False,1.05,False,lidl,obst,Obst,Granatapfel,6.0,pro Stück |,,,,,80646.0,https://sortiment.lidl.ch/de/granatapfel-0080646,29.10.2024,,False,5.0,False,1.0,Stück,Stück,,,,,,False,,,Granatapfel
Avocados,2.49,700g,,variabel,,,2024-10-29,False,0.36,False,lidl,obst,Obst,Avocado 700g,9.0,pro 700g | 1Kg = 3.56 CHF,,,,Rainforest Alliance,80619.0,https://sortiment.lidl.ch/de/avocado-700g-0080619,29.10.2024,,True,9.0,True,2.0,700g,g,,,,,,False,,,Avocado
Ananas,2.29,1 Stück,,variabel,,,2024-10-29,False,2.29,False,lidl,obst,Obst,Ananas Extra sweet,15.0,pro Stück |,,,,Rainforest Alliance,80611.0,https://sortiment.lidl.ch/de/ananas-extra-sweet-0080611,29.10.2024,,False,9.0,True,3.0,Stück,Stück,,,,,,False,,,Ananas
Grapefruits,0.79,1 Stück,,variabel,,,2024-10-29,False,0.79,False,lidl,obst,Obst,Grapefruit,8.0,pro Stück |,,,,,80041.0,https://sortiment.lidl.ch/de/grapefruit-0080041,29.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Grapefruit
Clementinen,1.45,500g,,Spanien,,,2024-10-29,True,0.29,False,lidl,obst,Obst,Bio Clementinen 500g,4.0,pro 500g | 1Kg = 2.90 CHF,,,,BIO Organic,81520.0,https://sortiment.lidl.ch/de/bio-clementinen-500g-0081520,29.10.2024,,False,5.0,False,3.0,500g,g,,,,,,False,,,Clementine
Clementinen,1.49,1000g,,variabel,,,2024-10-29,False,0.15,False,lidl,obst,Obst,Clementinen,4.0,pro 1kg |,2.29,-34%,24.10. - 30.10.,,80085.0,https://sortiment.lidl.ch/de/clementinen-0080085,29.10.2024,0.35,False,9.0,True,1.0,1kg,g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Clementine
Zitronen,0.49,1 Stück,,Spanien,,,2024-10-29,True,0.49,False,lidl,obst,Obst,Bio Zitronen,42.0,pro Stück |,,,,BIO Organic,81536.0,https://sortiment.lidl.ch/de/bio-zitronen-0081536,29.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Zitrone
Orangen,3.79,1000g,,variabel,,,2024-10-29,True,0.38,False,lidl,obst,Obst,Bio Orangen 1kg,4.0,pro 1kg |,,,,BIO Organic,81532.0,https://sortiment.lidl.ch/de/bio-orangen-1kg-0081532,29.10.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Orange
Limetten,0.49,1 Stück,,Siehe Packung,,,2024-10-29,False,0.49,,lidl,obst,Obst,Fairtrade Limette,79.0,pro Stück |,,,,Fairglobe,80179.0,https://sortiment.lidl.ch/de/fairtrade-limette-0080179,29.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Limette
Zitronen,0.39,1 Stück,,variabel,,,2024-10-29,False,0.39,False,lidl,obst,Obst,Zitrone,33.0,pro Stück |,,,,,80161.0,https://sortiment.lidl.ch/de/zitrone-0080161,29.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Zitrone
Orangen,2.99,2000g,,variabel,,,2024-10-29,False,0.15,False,lidl,obst,Obst,Orangen 2kg,3.0,pro 2kg | 1Kg = 1.50 CHF,,,,,80142.0,https://sortiment.lidl.ch/de/orangen-2kg-0080142,29.10.2024,,True,9.0,True,2.0,2kg,g,,,,,,False,,,Orange
Orangen,2.25,1500g,,variabel,,,2024-10-29,False,0.15,False,lidl,obst,Obst,"Orangen 1,5kg",1.0,pro 1.5kg | 1Kg = 1.50 CHF,,,,,80141.0,https://sortiment.lidl.ch/de/orangen-1-5kg-0080141,29.10.2024,,False,5.0,False,2.0,1.5kg,g,,,,,,False,,,Orange
Clementinen,3.99,2300g,,Spanien,,,2024-10-29,False,0.17,False,lidl,obst,Obst,"Clementinen 2,3kg",0.0,"pro 2,3kg | 1Kg = 1.74 CHF",,,,,80092.0,https://sortiment.lidl.ch/de/clementinen-2-3kg-0080092,29.10.2024,,True,9.0,True,2.0,"2,3kg",g,,,,,,False,,,Clementine
Clementinen,1.79,1000g,,Spanien,,,2024-10-29,False,0.18,False,lidl,obst,Obst,Clementinen 1kg,0.0,pro 1kg |,,,,,80088.0,https://sortiment.lidl.ch/de/clementinen-1kg-0080088,29.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Clementine
Pomelos,2.99,1 Stück,,variabel,,,2024-10-29,False,2.99,False,lidl,obst,Obst,Honigpomelo,2.0,pro Stück |,,,,,80056.0,https://sortiment.lidl.ch/de/honigpomelo-0080056,29.10.2024,,True,9.0,True,1.0,Stück,Stück,,,,,,False,,,Pomelo
Heidelbeeren,2.49,125g,,variabel,,,2024-10-29,True,1.99,False,lidl,obst,Obst,Bio Heidelbeeren 125g,0.0,pro 125g | 100g = 2.00 CHF,,,,BIO Organic,81685.0,https://sortiment.lidl.ch/de/bio-heidelbeeren-125g-0081685,29.10.2024,,True,9.0,True,3.0,125g,g,,,,,,False,,,Heidelbeere
Himbeeren,3.99,250g,,Spanien,,,2024-10-29,False,1.6,False,lidl,obst,Obst,Himbeeren 250g,10.0,pro 250g | 100g = 1.60 CHF,,,,,80838.0,https://sortiment.lidl.ch/de/himbeeren-250g-0080838,29.10.2024,,True,9.0,True,2.0,250g,g,,,,,,False,,,Himbeere
Blaubeeren,3.79,250g,,variabel,,,2024-10-29,False,1.52,False,lidl,obst,Obst,Heidelbeeren 250g,14.0,pro 250g | 100g = 1.52 CHF,,,,,80823.0,https://sortiment.lidl.ch/de/heidelbeeren-250g-0080823,29.10.2024,,True,9.0,True,2.0,250g,g,,,,,,False,,,Blaubeere
Pflaumen,2.69,1000g,,variabel,,,2024-10-29,False,0.27,False,lidl,obst,Obst,Pflaumen 1kg,0.0,pro 1kg |,,,,,80417.0,https://sortiment.lidl.ch/de/pflaumen-1kg-0080417,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Pflaume
Äpfel,2.85,500g,,Schweiz,,,2024-10-29,True,0.57,true,lidl,obst,Obst,Bio Äpfel rot 500g,1.0,pro 500g | 1Kg = 5.70 CHF,,,,BIO Organic,81560.0,https://sortiment.lidl.ch/de/bio-aepfel-rot-500g-0081560,29.10.2024,,True,5.0,False,4.0,500g,g,,,,,,False,,,Apfel
Birnen,0.99,1 Stück,,China,,,2024-10-29,False,0.99,False,lidl,obst,Obst,Nashi Birnen,7.0,pro Stück |,,,,,80316.0,https://sortiment.lidl.ch/de/nashi-birnen-0080316,29.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Birne
Birnen,2.99,1000g,,Schweiz,,,2024-10-29,False,0.3,true,lidl,obst,Obst,Birnen in Schale,0.0,pro 1kg |,,,,,80285.0,https://sortiment.lidl.ch/de/birnen-in-schale-0080285,29.10.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Birne
Birnen,3.29,1000g,,variabel,,,2024-10-29,False,0.33,False,lidl,obst,Obst,Birnen,12.0,pro 1kg |,,,,,80275.0,https://sortiment.lidl.ch/de/birnen-0080275,29.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Birne
Äpfel,3.95,2500g,,Schweiz,,,2024-10-29,False,0.16,true,lidl,obst,Obst,"Äpfel rot 2,5kg",6.0,pro 2.5kg | 1Kg = 1.58 CHF,,,,,80236.0,https://sortiment.lidl.ch/de/aepfel-rot-2-5kg-0080236,29.10.2024,,True,5.0,False,3.0,2.5kg,g,,,,,,False,,,Apfel
Äpfel,4.49,1000g,,variabel,,,2024-10-29,False,0.45,False,lidl,obst,Obst,Äpfel Pink Lady 1kg,15.0,pro 1kg |,,,,,80215.0,https://sortiment.lidl.ch/de/aepfel-pink-lady-1kg-0080215,29.10.2024,,True,9.0,True,4.0,1kg,g,,,,,,False,,,Apfel
Äpfel,2.89,1000g,,Schweiz,,,2024-10-29,False,0.29,true,lidl,obst,Obst,Äpfel grün,1.0,pro 1kg |,,,,,80185.0,https://sortiment.lidl.ch/de/aepfel-gruen-0080185,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Apfel
Melonen,2.59,1 Stück,,variabel,,,2024-10-29,False,2.59,False,lidl,obst,Obst,Galiamelone,12.0,pro Stück |,,,,Rainforest Alliance,80546.0,https://sortiment.lidl.ch/de/galiamelone-0080546,29.10.2024,,True,9.0,True,1.0,Stück,Stück,,,,,,False,,,Melone
Trauben,2.05,500g,,variabel,,,2024-10-29,False,0.41,False,lidl,obst,Obst,Trauben hell kernlos 500g,10.0,pro 500g | 1Kg = 4.10 CHF,,,,,80505.0,https://sortiment.lidl.ch/de/trauben-hell-kernlos-500g-0080505,29.10.2024,,False,5.0,False,4.0,500g,g,,,,,,False,,,Traube
Trauben,2.59,1000g,,Italien,,,2024-10-29,False,0.26,False,lidl,obst,Obst,Trauben rot,5.0,pro 1kg |,,,,,80490.0,https://sortiment.lidl.ch/de/trauben-rot-0080490,29.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Traube
Trauben,2.05,500g,,variabel,,,2024-10-29,False,0.41,False,lidl,obst,Obst,Trauben rot kernlos 500g,3.0,pro 500g | 1Kg = 4.10 CHF,,,,,80485.0,https://sortiment.lidl.ch/de/trauben-rot-kernlos-500g-0080485,29.10.2024,,False,5.0,False,4.0,500g,g,,,,,,False,,,Traube
Trauben,2.29,500g,,Italien,,,2024-10-29,False,0.46,False,lidl,obst,Obst,Trauben Mix 500g,2.0,pro 500g | 1Kg = 4.58 CHF,,,,,80475.0,https://sortiment.lidl.ch/de/trauben-mix-500g-0080475,29.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Traube
Bananen,2.69,1000g,,variabel,,,2024-10-29,True,0.27,False,lidl,obst,Obst,Fairtrade Bio Bananen,22.0,pro 1kg |,,,,Fairglobe,81510.0,https://sortiment.lidl.ch/de/fairtrade-bio-bananen-0081510,29.10.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Banane
Bananen,0.99,1000g,,variabel,,,2024-10-29,False,0.1,False,lidl,obst,Obst,Bananen,97.0,pro 1kg |  |,1.29,-23%,24.10. - 30.10.,Rainforest Alliance,80000.0,https://sortiment.lidl.ch/de/bananen-0080000,29.10.2024,0.23,False,9.0,True,1.0,1kg,g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Banane
Maronen,7.9,1000g,,Italien,,,2024-10-29,False,0.79,False,lidl,obst,Obst,Maroni,4.0,pro 1kg |,,,,,80915.0,https://sortiment.lidl.ch/de/maroni-0080915,29.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Kastanie
Ingwer,4.99,1000g,,variabel,,,2024-10-29,False,0.5,False,lidl,obst,Obst,Ingwer,18.0,pro 1kg |,,,,,82700.0,https://sortiment.lidl.ch/de/ingwer-0082700,29.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Ingwer
Zwiebeln,1.89,1000g,,Schweiz,,,2024-10-29,False,0.19,true,lidl,gemüse,Gemüse,Zwiebeln rot,0.0,pro 1kg |,,,,Terra Natura,83345.0,https://sortiment.lidl.ch/de/zwiebeln-rot-0083345,29.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Zwiebel
Paprikas,1.99,400g,,Marokko,,,2024-10-29,False,0.5,False,lidl,gemüse,Gemüse,"Spitzpaprika grün spitz, scharf 400g",0.0,pro 400g |,,,,,82577.0,https://sortiment.lidl.ch/de/spitzpaprika-gruen-spitz-scharf-400g-0082577,29.10.2024,,False,9.0,True,5.0,400g,g,,,,,,False,,,Paprika
Kartoffeln,2.19,2500g,,Schweiz,,,2024-10-29,False,0.09,true,lidl,gemüse,Gemüse,Kartoffeln festkochend 2.5 kg,0.0,"pro 2,5kg |",2.9,-24%,24.10. - 30.10.,,83225.0,https://sortiment.lidl.ch/de/kartoffeln-festkochend-2-5-kg-0083225,29.10.2024,0.24,False,9.0,True,4.0,"2,5kg",g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Kartoffel
Gurken,1.49,250g,,Spanien,,,2024-10-29,True,0.6,False,lidl,gemüse,Gemüse,Bio Gurken,0.0,pro 250g | 100g = 0.60 CHF,,,,BIO Organic,84430.0,https://sortiment.lidl.ch/de/bio-gurken-0084430,29.10.2024,,False,9.0,True,2.0,250g,g,,,,,,False,,,Gurke
Kartoffeln,2.9,2500g,,Schweiz,,,2024-10-29,False,0.12,true,lidl,gemüse,Gemüse,Kartoffeln mehligkochend 2.5kg,0.0,"pro 2,5kg |",,,,,83275.0,https://sortiment.lidl.ch/de/kartoffeln-mehligkochend-2-5kg-0083275,29.10.2024,,True,9.0,True,3.0,"2,5kg",g,,,,,,False,,,Kartoffel
not clear,2.99,400g,,Schweiz,,,2024-10-29,False,0.75,true,lidl,gemüse,Gemüse,Blumenkohl & Broccoli Mix,0.0,pro 400g | 100g = 0.75 CHF,,,,,82887.0,https://sortiment.lidl.ch/de/blumenkohl-broccoli-mix-0082887,29.10.2024,,True,9.0,True,4.0,400g,g,,,,,,False,,,Apfel
Zwiebeln,0.99,500g,,Schweiz,,,2024-10-29,False,0.2,true,lidl,gemüse,Gemüse,Saucenzwiebeln Mix,0.0,pro 500g | 1Kg = 1.98 CHF,,,,Terra Natura,83343.0,https://sortiment.lidl.ch/de/saucenzwiebeln-mix-0083343,29.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Zwiebel
Karotten,1.69,1000g,,Schweiz,,,2024-10-29,False,0.17,true,lidl,gemüse,Gemüse,Karotten Terra Natura,13.0,pro 1kg |,,,,,82755.0,https://sortiment.lidl.ch/de/karotten-terra-natura-0082755,29.10.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Karotte
Paprikas,0.99,200g,,Spanien,,,2024-10-29,False,0.49,False,lidl,gemüse,Gemüse,Mini Paprika Mix,2.0,pro 200g | 100g = 0.50 CHF,,,,,82670.0,https://sortiment.lidl.ch/de/mini-paprika-mix-0082670,29.10.2024,,False,9.0,True,3.0,200g,g,,,,,,False,,,Paprika
not clear,1.59,2 Stücke,,Spanien,,,2024-10-29,False,0.8,False,lidl,gemüse,Gemüse,Pak Choi 2 Stk,2.0,pro 2 Stk. |,,,,,82923.0,https://sortiment.lidl.ch/de/pak-choi-2-stk-0082923,29.10.2024,,False,9.0,True,4.0,2,Stück,,,,,,False,,,Apfel
Kartoffeln,2.19,1500g,,Schweiz,,,2024-10-29,False,0.15,true,lidl,gemüse,Gemüse,Kartoffeln 1.5kg,42.0,"pro 1,5kg | 1Kg = 1.46 CHF",,,,Terra Natura,83223.0,https://sortiment.lidl.ch/de/kartoffeln-1-5kg-0083223,29.10.2024,,False,9.0,True,2.0,"1,5kg",g,,,,,,False,,,Kartoffel
Champignons,1.79,250g,,Deutschland,,,2024-10-29,True,0.72,False,lidl,gemüse,Gemüse,Bio Champignons braun,26.0,pro 250g | 100g = 0.72 CHF,,,,BIO Organic,84597.0,https://sortiment.lidl.ch/de/bio-champignons-braun-0084597,29.10.2024,,False,9.0,True,3.0,250g,g,,,,,,False,,,Champignon
Schalotten,1.65,500g,,Schweiz,,,2024-10-29,False,0.33,true,lidl,gemüse,Gemüse,Schalotten 500g,5.0,pro 500g | 1Kg = 3.30 CHF,,,,Terra Natura,83377.0,https://sortiment.lidl.ch/de/schalotten-500g-0083377,29.10.2024,,False,5.0,False,2.0,500g,g,,,,,,False,,,Schalotte
Zwiebeln,1.79,1000g,,Schweiz,,,2024-10-29,False,0.18,true,lidl,gemüse,Gemüse,Zwiebeln gelb 1kg,23.0,pro 1kg |,,,,Terra Natura,83331.0,https://sortiment.lidl.ch/de/zwiebeln-gelb-1kg-0083331,29.10.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Zwiebel
Spitzpaprikas,1.79,400g,,Marokko,,,2024-10-29,False,0.45,False,lidl,gemüse,Gemüse,Spitzpeperoni hellgrün 400g,0.0,pro 400g | 100g = 0.45 CHF,,,,,82569.0,https://sortiment.lidl.ch/de/spitzpeperoni-hellgruen-400g-0082569,29.10.2024,,False,9.0,True,3.0,400g,g,,,,,,False,,,Spitzpaprika
Kohl,2.49,1 Stück,,Schweiz,,,2024-10-29,True,2.49,true,lidl,gemüse,Gemüse,Bio Kohlmix,0.0,pro Stück |,,,,BIO Organic,84457.0,https://sortiment.lidl.ch/de/bio-kohlmix-0084457,29.10.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kohl
Rüebli,1.69,1000g,,Schweiz,,,2024-10-29,False,0.17,true,lidl,gemüse,Gemüse,Rüebli 1kg,27.0,pro 1kg |,,,,Terra Natura,82761.0,https://sortiment.lidl.ch/de/rueebli-1kg-0082761,29.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Rüebli
Karotten,1.69,200g,,variabel,,,2024-10-29,True,0.84,False,lidl,gemüse,Gemüse,Bio Snack Rüebli 200g,25.0,pro 200g | 100g = 0.85 CHF,,,,BIO Organic,84449.0,https://sortiment.lidl.ch/de/bio-snack-rueebli-200g-0084449,29.10.2024,,False,9.0,True,4.0,200g,g,,,,,,False,,,Karotte
Buschbohnen,2.69,350g,,Spanien,,,2024-10-29,True,0.77,False,lidl,gemüse,Gemüse,BIO Buschbohnen 350g,6.0,pro 350g | 100g = 0.77 CHF,,,,BIO Organic,84387.0,https://sortiment.lidl.ch/de/bio-buschbohnen-350g-0084387,29.10.2024,,True,9.0,True,3.0,350g,g,,,,,,False,,,Bohne
Knoblauch,0.45,1 Stück,,Spanien,,,2024-10-29,False,0.45,False,lidl,gemüse,Gemüse,Knoblauch,18.0,pro Stück |,,,,,82706.0,https://sortiment.lidl.ch/de/knoblauch-0082706,29.10.2024,,False,5.0,False,1.0,Stück,Stück,,,,,,False,,,Knoblauch
Spinat,1.29,100g,,Italien,,,2024-10-29,True,1.29,False,lidl,gemüse,Gemüse,Bio Baby Spinat 100g,24.0,pro 100g |,,,,BIO Organic,84440.0,https://sortiment.lidl.ch/de/bio-baby-spinat-100g-0084440,29.10.2024,,False,9.0,True,4.0,100g,g,,,,,,False,,,Spinat
Tomaten,1.79,500g,,variabel,,,2024-10-29,False,0.36,False,lidl,gemüse,Gemüse,Dattelcherry-Tomaten 500g,1.0,pro 500g | 1Kg = 3.58 CHF,,,,,82411.0,https://sortiment.lidl.ch/de/dattelcherry-tomaten-500g-0082411,29.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Tomate
