name,price,amount,price_per_amount,country_origin,additional_info,category,time,BIO,price per 100g/pice,Swiss_product,retailer,main_category,sub_category,Title,Review,Weight,Price_before_discount,Discount,Timewindow_discount,Brand,Id,Url,Date,Discount_relative,Price_higher_avg,Last_char_price,Is_last_char_9,Word_count,Unit,Weight_unit,Discount_start_date,Discount_end_date,Discount_start_day,Discount_end_day,Discount_duration,Discount_exist,unit,product_url,product_simple
Kohlmix,2.49,1 Stück,,Schweiz,,,2024-10-28,True,2.49,true,lidl,gemüse,Gemüse,Bio Kohlmix,0.0,pro Stück |,,,,BIO Organic,84457.0,https://sortiment.lidl.ch/de/bio-kohlmix-0084457,28.10.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kohlmix
Rüebli,1.69,1000g,,Schweiz,,,2024-10-28,False,0.17,true,lidl,gemüse,Gemüse,Rüebli 1kg,27.0,pro 1kg |,,,,Terra Natura,82761.0,https://sortiment.lidl.ch/de/rueebli-1kg-0082761,28.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Rüebli
Rüebli,1.69,200g,,variabel,,,2024-10-28,True,0.84,False,lidl,gemüse,Gemüse,Bio Snack Rüebli 200g,25.0,pro 200g | 100g = 0.85 CHF,,,,BIO Organic,84449.0,https://sortiment.lidl.ch/de/bio-snack-rueebli-200g-0084449,28.10.2024,,False,9.0,True,4.0,200g,g,,,,,,False,,,Rüebli
Buschbohnen,2.69,350g,,Spanien,,,2024-10-28,True,0.77,False,lidl,gemüse,Gemüse,BIO Buschbohnen 350g,6.0,pro 350g | 100g = 0.77 CHF,,,,BIO Organic,84387.0,https://sortiment.lidl.ch/de/bio-buschbohnen-350g-0084387,28.10.2024,,True,9.0,True,3.0,350g,g,,,,,,False,,,Bohne
Knoblauch,0.45,1 Stück,,Spanien,,,2024-10-28,False,0.45,False,lidl,gemüse,Gemüse,Knoblauch,18.0,pro Stück |,,,,,82706.0,https://sortiment.lidl.ch/de/knoblauch-0082706,28.10.2024,,False,5.0,False,1.0,Stück,Stück,,,,,,False,,,Knoblauch
Spinat,1.29,100g,,Italien,,,2024-10-28,True,1.29,False,lidl,gemüse,Gemüse,Bio Baby Spinat 100g,24.0,pro 100g |,,,,BIO Organic,84440.0,https://sortiment.lidl.ch/de/bio-baby-spinat-100g-0084440,28.10.2024,,False,9.0,True,4.0,100g,g,,,,,,False,,,Spinat
Tomaten,1.79,500g,,variabel,,,2024-10-28,False,0.36,False,lidl,gemüse,Gemüse,Dattelcherry-Tomaten 500g,1.0,pro 500g | 1Kg = 3.58 CHF,,,,,82411.0,https://sortiment.lidl.ch/de/dattelcherry-tomaten-500g-0082411,28.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Tomate
Kohlrabis,1.39,1 Stück,,Schweiz,,,2024-10-28,False,1.39,true,lidl,gemüse,Gemüse,Kohlrabi,24.0,pro Stück |,,,,,82735.0,https://sortiment.lidl.ch/de/kohlrabi-0082735,28.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kohlrabi
Fenchel,3.39,1000g,,Schweiz,,,2024-10-28,False,0.34,true,lidl,gemüse,Gemüse,Fenchel,19.0,pro 1kg |,,,,,82690.0,https://sortiment.lidl.ch/de/fenchel-0082690,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Fenchel
Kürbisse,2.95,1000g,,Schweiz,,,2024-10-28,False,0.3,true,lidl,gemüse,Gemüse,Kürbis Butternuss,5.0,pro 1kg |,,,,,82835.0,https://sortiment.lidl.ch/de/kuerbis-butternuss-0082835,28.10.2024,,True,5.0,False,2.0,1kg,g,,,,,,False,,,Kürbis
Süsskartoffeln,1.79,1000g,,variabel,,,2024-10-28,False,0.18,False,lidl,gemüse,Gemüse,Süsskartoffeln,18.0,pro 1kg |,,,,,80755.0,https://sortiment.lidl.ch/de/suesskartoffeln-0080755,28.10.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Süsskartoffel
Blumenkohle,3.99,1000g,,Schweiz,,,2024-10-28,False,0.4,true,lidl,gemüse,Gemüse,Blumenkohl,2.0,pro kg |,,,,,82875.0,https://sortiment.lidl.ch/de/blumenkohl-0082875,28.10.2024,,True,9.0,True,1.0,kg,g,,,,,,False,,,Blumenkohl
Wirz,2.69,1000g,,Schweiz,,,2024-10-28,False,0.27,true,lidl,gemüse,Gemüse,Wirz,0.0,pro 1kg |,,,,,82960.0,https://sortiment.lidl.ch/de/wirz-0082960,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Wirz
Kohlköpfe,1.59,1000g,,Schweiz,,,2024-10-28,False,0.16,true,lidl,gemüse,Gemüse,Weisskohl,2.0,pro 1kg |,2.29,-30%,24.10. - 30.10.,,82955.0,https://sortiment.lidl.ch/de/weisskohl-0082955,28.10.2024,0.31,False,9.0,True,1.0,1kg,g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Kohlkopf
Rotkohle,2.29,1000g,,Schweiz,,,2024-10-28,False,0.23,true,lidl,gemüse,Gemüse,Rotkohl,0.0,pro 1kg |,,,,,82945.0,https://sortiment.lidl.ch/de/rotkohl-0082945,28.10.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Rotkohl
Rosenkohle,2.95,500g,,Schweiz,,,2024-10-28,False,0.59,true,lidl,gemüse,Gemüse,Rosenkohl 500g,1.0,pro 500g | 1Kg = 5.90 CHF,,,,,82931.0,https://sortiment.lidl.ch/de/rosenkohl-500g-0082931,28.10.2024,,True,5.0,False,2.0,500g,g,,,,,,False,,,Rosenkohl
Kohlrabi,2.75,1000g,,Schweiz,,,2024-10-28,False,0.27,true,lidl,gemüse,Gemüse,Chinakohl,2.0,pro 1kg |,,,,,82910.0,https://sortiment.lidl.ch/de/chinakohl-0082910,28.10.2024,,True,5.0,False,1.0,1kg,g,,,,,,False,,,Kohlrabi
Broccolis,1.79,500g,,variabel,,,2024-10-28,False,0.36,False,lidl,gemüse,Gemüse,Broccoli 500g,3.0,pro 500g | 1Kg = 3.58 CHF,,,,,82904.0,https://sortiment.lidl.ch/de/broccoli-500g-0082904,28.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Broccoli
Broccolis,3.99,1000g,,Schweiz,,,2024-10-28,False,0.4,true,lidl,gemüse,Gemüse,Broccoli,1.0,pro 1kg |,,,,,82895.0,https://sortiment.lidl.ch/de/broccoli-0082895,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Broccoli
Salate,1.59,1 Stück,,Schweiz,,,2024-10-28,False,1.59,true,lidl,gemüse,Gemüse,Eisbergsalat,11.0,pro Stück |,,,,,82031.0,https://sortiment.lidl.ch/de/eisbergsalat-0082031,28.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Salat
Rucola,0.85,125g,,Italien,,,2024-10-28,False,0.68,False,lidl,gemüse,Gemüse,Rucola 125g,0.0,pro 125g | 100g = 0.68 CHF,,,,,82135.0,https://sortiment.lidl.ch/de/rucola-125g-0082135,28.10.2024,,False,5.0,False,2.0,125g,g,,,,,,False,,,Rucola
Kopfsalate,1.49,1 Stück,,Schweiz,,,2024-10-28,False,1.49,true,lidl,gemüse,Gemüse,Kopfsalat,7.0,pro Stück |,,,,,82071.0,https://sortiment.lidl.ch/de/kopfsalat-0082071,28.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Kopfsalat
Nüsslisalate,3.99,125g,,Schweiz,,,2024-10-28,True,3.19,true,lidl,gemüse,Gemüse,Bio Nüsslisalat 125g,0.0,pro 125g | 100g = 3.20 CHF,,,,BIO Organic,84510.0,https://sortiment.lidl.ch/de/bio-nuesslisalat-125g-0084510,28.10.2024,,True,9.0,True,3.0,125g,g,,,,,,False,,,Nüsslisalat
Nüsslisalat,2.75,125g,,Schweiz,,,2024-10-28,False,2.2,true,lidl,gemüse,Gemüse,Nüsslisalat 125g,2.0,pro 125g | 100g = 2.20 CHF,,,,,82051.0,https://sortiment.lidl.ch/de/nuesslisalat-125g-0082051,28.10.2024,,True,5.0,False,2.0,125g,g,,,,,,False,,,Salat
Rucola,1.49,100g,,Italien,,,2024-10-28,True,1.49,False,lidl,gemüse,Gemüse,Bio Rucola 100g,0.0,pro 100g |,,,,BIO Organic,84520.0,https://sortiment.lidl.ch/de/bio-rucola-100g-0084520,28.10.2024,,False,9.0,True,3.0,100g,g,,,,,,False,,,Rucola
Kopfsalate,1.59,1 Stück,,Schweiz,,,2024-10-28,False,1.59,true,lidl,gemüse,Gemüse,Kopfsalat rot,2.0,pro Stück |,,,,,82072.0,https://sortiment.lidl.ch/de/kopfsalat-rot-0082072,28.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kopfsalat
Salatherzen,2.99,2 Stücke,,Schweiz,,,2024-10-28,False,1.5,true,lidl,gemüse,Gemüse,Kopfsalatherzen 2 Stück,0.0,pro 2 Stück |,,,,,82069.0,https://sortiment.lidl.ch/de/kopfsalatherzen-2-stueck-0082069,28.10.2024,,True,9.0,True,3.0,2,Stück,,,,,,False,,,Salatherz
Chicorées,1.99,500g,,variabel,,,2024-10-28,False,0.4,False,lidl,gemüse,Gemüse,Chicorée 500g,7.0,pro 500g | 1Kg = 3.98 CHF,,,,,82015.0,https://sortiment.lidl.ch/de/chicoree-500g-0082015,28.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Chicorée
Tomaten,2.49,250g,,Schweiz,,,2024-10-28,False,1.0,true,lidl,gemüse,Gemüse,Dattelcherry-Tomaten 250g,10.0,pro 250g | 100g = 1.00 CHF,,,,,82407.0,https://sortiment.lidl.ch/de/dattelcherry-tomaten-250g-0082407,28.10.2024,,True,9.0,True,2.0,250g,g,,,,,,False,,,Tomate
Tomaten,2.99,500g,,variabel,,,2024-10-28,True,0.6,False,lidl,gemüse,Gemüse,Bio Rispentomaten 500g,2.0,pro 500g | 1Kg = 5.98 CHF,,,,BIO Organic,84570.0,https://sortiment.lidl.ch/de/bio-rispentomaten-500g-0084570,28.10.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Tomate
Tomaten,2.99,400g,,Spanien,,,2024-10-28,True,0.75,False,lidl,gemüse,Gemüse,Bio Cherry-Rispentomaten,0.0,pro 400g | 100g = 0.75 CHF,,,,BIO Organic,84549.0,https://sortiment.lidl.ch/de/bio-cherry-rispentomaten-0084549,28.10.2024,,True,9.0,True,2.0,400g,g,,,,,,False,,,Tomate
Cherrytomaten,3.79,250g,,Schweiz,,,2024-10-28,True,1.52,true,lidl,gemüse,Gemüse,BIO Dattel-Cherrytomaten 250g,0.0,pro 250g | 100g = 1.52 CHF,,,,BIO Organic,84560.0,https://sortiment.lidl.ch/de/bio-dattel-cherrytomaten-250g-0084560,28.10.2024,,True,9.0,True,3.0,250g,g,,,,,,False,,,Tomate
Tomaten,3.79,1000g,,Schweiz,,,2024-10-28,False,0.38,true,lidl,gemüse,Gemüse,Tomaten San Marzano,0.0,pro 1kg |,,,,,82505.0,https://sortiment.lidl.ch/de/tomaten-san-marzano-0082505,28.10.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Tomate
Tomaten,4.49,1000g,,Schweiz,,,2024-10-28,False,0.45,true,lidl,gemüse,Gemüse,Tomaten Coeur de Boeuf,7.0,pro 1kg |,,,,,82500.0,https://sortiment.lidl.ch/de/tomaten-coeur-de-boeuf-0082500,28.10.2024,,True,9.0,True,4.0,1kg,g,,,,,,False,,,Tomate
Tomaten,1.89,1000g,,variabel,,,2024-10-28,False,0.19,False,lidl,gemüse,Gemüse,Tomaten 1kg,1.0,pro 1kg |,,,,,82488.0,https://sortiment.lidl.ch/de/tomaten-1kg-0082488,28.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Tomate
Tomaten,2.95,1000g,,Schweiz,,,2024-10-28,False,0.3,true,lidl,gemüse,Gemüse,Tomaten,0.0,pro 1kg |,,,,typisch,82480.0,https://sortiment.lidl.ch/de/tomaten-0082480,28.10.2024,,True,5.0,False,1.0,1kg,g,,,,,,False,,,Tomate
Tomaten,3.59,1000g,,Schweiz,,,2024-10-28,False,0.36,true,lidl,gemüse,Gemüse,Rispentomaten,1.0,pro 1kg |,,,,typisch,82465.0,https://sortiment.lidl.ch/de/rispentomaten-0082465,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Tomate
Tomaten,1.99,500g,,variabel,,,2024-10-28,False,0.4,False,lidl,gemüse,Gemüse,Romatomaten 500g,1.0,pro 500g | 1Kg = 3.98 CHF,,,,,82446.0,https://sortiment.lidl.ch/de/romatomaten-500g-0082446,28.10.2024,,False,9.0,True,2.0,500g,g,,,,,,False,,,Tomate
Tomaten,2.29,200g,,variabel,,,2024-10-28,False,1.15,False,lidl,gemüse,Gemüse,Cherryrispen-Tomaten 200g,10.0,pro 200g | 100g = 1.15 CHF,,,,Deluxe,82437.0,https://sortiment.lidl.ch/de/cherryrispen-tomaten-200g-0082437,28.10.2024,,False,9.0,True,2.0,200g,g,,,,,,False,,,Tomate
Tomaten,3.95,500g,,variabel,,,2024-10-28,False,0.79,False,lidl,gemüse,Gemüse,Cherryrispen-Tomaten 500g,23.0,pro 500g | 1Kg = 7.90 CHF,,,,typisch,82388.0,https://sortiment.lidl.ch/de/cherryrispen-tomaten-500g-0082388,28.10.2024,,True,5.0,False,2.0,500g,g,,,,,,False,,,Tomate
Gemüse,4.29,1000g,,Schweiz,,,2024-10-28,False,0.43,true,lidl,gemüse,Gemüse,Suppengemüse,0.0,pro 1kg |,,,,,82329.0,https://sortiment.lidl.ch/de/suppengemuese-0082329,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Gemüse
Lauchzwiebeln,1.59,1 Stück,,Schweiz,,,2024-10-28,False,1.59,true,lidl,gemüse,Gemüse,Lauchzwiebeln,10.0,pro Stück |,,,,,82236.0,https://sortiment.lidl.ch/de/lauchzwiebeln-0082236,28.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Lauchzwiebel
Gurken,0.89,1 Stück,,variabel,,,2024-10-28,False,0.89,False,lidl,gemüse,Gemüse,Gurke,11.0,pro Stück |,,,,,82231.0,https://sortiment.lidl.ch/de/gurke-0082231,28.10.2024,,False,9.0,True,1.0,Stück,Stück,,,,,,False,,,Gurke
Zucchinis,1.59,500g,,variabel,,,2024-10-28,True,0.32,False,lidl,gemüse,Gemüse,Bio Zucchetti 500g,6.0,pro 500g | 1Kg = 3.18 CHF,,,,BIO Organic,84545.0,https://sortiment.lidl.ch/de/bio-zucchetti-500g-0084545,28.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Zucchini
Auberginen,1.99,1000g,,variabel,,,2024-10-28,False,0.2,False,lidl,gemüse,Gemüse,Auberginen,7.0,pro 1kg |,,,,,82180.0,https://sortiment.lidl.ch/de/auberginen-0082180,28.10.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Aubergine
Lauch,2.99,500g,,Schweiz,,,2024-10-28,True,0.6,true,lidl,gemüse,Gemüse,Bio Lauch 500g,0.0,pro 500g | 1Kg = 5.98 CHF,,,,BIO Organic,84540.0,https://sortiment.lidl.ch/de/bio-lauch-500g-0084540,28.10.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Lauch
Gurken,0.99,1 Stück,,variabel,,,2024-10-28,True,0.99,False,lidl,gemüse,Gemüse,Bio Gurke,6.0,pro Stück |,,,,BIO Organic,84535.0,https://sortiment.lidl.ch/de/bio-gurke-0084535,28.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Gurke
Auberginen,2.99,500g,,Spanien,,,2024-10-28,True,0.6,False,lidl,gemüse,Gemüse,Bio Auberginen 500g,2.0,pro 500g | 1Kg = 5.98 CHF,,,,BIO Organic,84526.0,https://sortiment.lidl.ch/de/bio-auberginen-500g-0084526,28.10.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Aubergine
Zucchinis,1.99,1000g,,variabel,,,2024-10-28,False,0.2,False,lidl,gemüse,Gemüse,Zucchetti,0.0,pro 1kg |,,,,,82345.0,https://sortiment.lidl.ch/de/zucchetti-0082345,28.10.2024,,False,9.0,True,1.0,1kg,g,,,,,,False,,,Zucchini
Bohnen,2.35,500g,,variabel,,,2024-10-28,False,0.47,False,lidl,gemüse,Gemüse,Stangenbohnen 500g,0.0,pro 500g | 1Kg = 4.70 CHF,,,,,82327.0,https://sortiment.lidl.ch/de/stangenbohnen-500g-0082327,28.10.2024,,False,5.0,False,2.0,500g,g,,,,,,False,,,Bohne
Spinat,3.49,500g,,Schweiz,,,2024-10-28,False,0.7,true,lidl,gemüse,Gemüse,Spinat 500g,0.0,pro 500g | 1Kg = 6.98 CHF,,,,,82319.0,https://sortiment.lidl.ch/de/spinat-500g-0082319,28.10.2024,,True,9.0,True,2.0,500g,g,,,,,,False,,,Spinat
Radieschen,1.49,1 Stück,,Schweiz,,,2024-10-28,False,1.49,true,lidl,gemüse,Gemüse,Radieschen 250g,0.0,pro Stück |,,,,,82275.0,https://sortiment.lidl.ch/de/radieschen-250g-0082275,28.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Radieschen
Stangenlauch,4.49,1000g,,Schweiz,,,2024-10-28,False,0.45,true,lidl,gemüse,Gemüse,Stangenlauch,0.0,pro 1kg |,,,,,82255.0,https://sortiment.lidl.ch/de/stangenlauch-0082255,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Lauch
Gurken,1.99,250g,,variabel,,,2024-10-28,False,0.8,False,lidl,gemüse,Gemüse,Snack Gurken 250g,16.0,pro 250g | 100g = 0.80 CHF,,,,Kids Snack,82241.0,https://sortiment.lidl.ch/de/snack-gurken-250g-0082241,28.10.2024,,False,9.0,True,3.0,250g,g,,,,,,False,,,Gurke
Bohnen,3.59,500g,,Schweiz,,,2024-10-28,False,0.72,true,lidl,gemüse,Gemüse,Buschbohnen 500g,0.0,pro 500g | 1Kg = 7.18 CHF,,,,,82212.0,https://sortiment.lidl.ch/de/buschbohnen-500g-0082212,28.10.2024,,True,9.0,True,2.0,500g,g,,,,,,False,,,Bohne
Zwiebeln,2.29,500g,,Schweiz,,,2024-10-28,True,0.46,true,lidl,gemüse,Gemüse,Bio Zwiebeln 500g,1.0,pro 500g | 1Kg = 4.58 CHF,,,,BIO Organic,84665.0,https://sortiment.lidl.ch/de/bio-zwiebeln-500g-0084665,28.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Zwiebel
Kartoffeln,2.32,2000g,,Schweiz,,,2024-10-28,False,0.12,true,lidl,gemüse,Gemüse,Kartoffeln 2kg,0.0,pro 2kg | 1Kg = 1.16 CHF,,,,,83244.0,https://sortiment.lidl.ch/de/kartoffeln-2kg-0083244,28.10.2024,,False,2.0,False,2.0,2kg,g,,,,,,False,,,Kartoffel
Kartoffeln,2.65,1000g,,Schweiz,,,2024-10-28,True,0.27,true,lidl,gemüse,Gemüse,Bio Kartoffeln mehligkochend 1kg,0.0,pro 1kg |,,,,BIO Organic,84669.0,https://sortiment.lidl.ch/de/bio-kartoffeln-mehligkochend-1kg-0084669,28.10.2024,,True,5.0,False,4.0,1kg,g,,,,,,False,,,Kartoffel
Kartoffeln,2.65,1000g,,Schweiz,,,2024-10-28,True,0.27,true,lidl,gemüse,Gemüse,Bio Kartoffeln festkochend 1kg,0.0,pro 1kg |,,,,BIO Organic,84660.0,https://sortiment.lidl.ch/de/bio-kartoffeln-festkochend-1kg-0084660,28.10.2024,,True,5.0,False,4.0,1kg,g,,,,,,False,,,Kartoffel
Zwiebeln,1.79,1000g,,variabel,,,2024-10-28,False,0.18,False,lidl,gemüse,Gemüse,Zwiebeln rot 1kg,11.0,pro 1kg |,,,,Terra Natura,83352.0,https://sortiment.lidl.ch/de/zwiebeln-rot-1kg-0083352,28.10.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Zwiebel
Zwiebeln,2.95,2000g,,Schweiz,,,2024-10-28,False,0.15,true,lidl,gemüse,Gemüse,Zwiebeln 2kg,0.0,pro 2kg | 1Kg = 1.48 CHF,,,,Terra Natura,83333.0,https://sortiment.lidl.ch/de/zwiebeln-2kg-0083333,28.10.2024,,True,5.0,False,2.0,2kg,g,,,,,,False,,,Zwiebel
Zwiebeln,1.59,1000g,,Schweiz,,,2024-10-28,False,0.16,true,lidl,gemüse,Gemüse,Zwiebeln gelb,0.0,pro 1kg |,,,,Terra Natura,83325.0,https://sortiment.lidl.ch/de/zwiebeln-gelb-0083325,28.10.2024,,False,9.0,True,2.0,1kg,g,,,,,,False,,,Zwiebel
Kartoffeln,5.6,5000g,,Schweiz,,,2024-10-28,False,0.11,true,lidl,gemüse,Gemüse,Baked Potatoes 5kg,5.0,pro 5kg | 1Kg = 1.12 CHF,,,,,83318.0,https://sortiment.lidl.ch/de/baked-potatoes-5kg-0083318,28.10.2024,,True,6.0,False,3.0,5kg,g,,,,,,False,,,Kartoffel
Kartoffeln,1.49,1000g,,Schweiz,,,2024-10-28,False,0.15,true,lidl,gemüse,Gemüse,Kartoffeln Raclette 1kg,1.0,pro 1kg |,,,,,83222.0,https://sortiment.lidl.ch/de/kartoffeln-raclette-1kg-0083222,28.10.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Kartoffel
Kartoffeln,1.39,1000g,,Schweiz,,,2024-10-28,False,0.14,true,lidl,gemüse,Gemüse,Kartoffeln Les Royales,0.0,pro 1kg |,,,,,83215.0,https://sortiment.lidl.ch/de/kartoffeln-les-royales-0083215,28.10.2024,,False,9.0,True,3.0,1kg,g,,,,,,False,,,Kartoffel
Kräuter,1.99,1 Stück,,variabel,,,2024-10-28,True,1.99,False,lidl,gemüse,Gemüse,Bio Gartenkräuter,6.0,pro Stück |,,,,BIO Organic,84647.0,https://sortiment.lidl.ch/de/bio-gartenkraeuter-0084647,28.10.2024,,False,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kräuter
Champignons,1.59,400g,,variabel,,,2024-10-28,False,0.4,False,lidl,gemüse,Gemüse,Champignons weiss 400g,7.0,pro 400g | 100g = 0.40 CHF,,,,,83017.0,https://sortiment.lidl.ch/de/champignons-weiss-400g-0083017,28.10.2024,,False,9.0,True,3.0,400g,g,,,,,,False,,,Champignon
Champignons,1.69,250g,,variabel,,,2024-10-28,False,0.68,False,lidl,gemüse,Gemüse,Champignons weiss 250g,16.0,pro 250g | 100g = 0.68 CHF,,,,,83015.0,https://sortiment.lidl.ch/de/champignons-weiss-250g-0083015,28.10.2024,,False,9.0,True,3.0,250g,g,,,,,,False,,,Champignon
Mais,1.49,400g,,Spanien,,,2024-10-28,False,0.37,False,lidl,gemüse,Gemüse,Zuckermais gekocht 400g,2.0,pro 400g | 100g = 0.38 CHF,,,,,82864.0,https://sortiment.lidl.ch/de/zuckermais-gekocht-400g-0082864,28.10.2024,,False,9.0,True,3.0,400g,g,,,,,,False,,,Mais
Kürbisse,3.99,1000g,,Schweiz,,,2024-10-28,True,0.4,true,lidl,gemüse,Gemüse,Bio Muskat Kürbis,0.0,pro 1kg |,,,,BIO Organic,84677.0,https://sortiment.lidl.ch/de/bio-muskat-kuerbis-0084677,28.10.2024,,True,9.0,True,3.0,1kg,g,,,,,,False,,,Kürbis
Randen,3.99,1000g,,Schweiz,,,2024-10-28,True,0.4,true,lidl,gemüse,Gemüse,BIO Organic Bio Randen,0.0,pro 1kg |,,,,BIO Organic,84634.0,https://sortiment.lidl.ch/de/bio-organic-bio-randen-0084634,28.10.2024,,True,9.0,True,4.0,1kg,g,,,,,,False,,,Randen
Pastinaken,1.99,500g,,variabel,,,2024-10-28,True,0.4,False,lidl,gemüse,Gemüse,Bio Pastinaken 500g,0.0,pro 500g | 1Kg = 3.98 CHF,,,,BIO Organic,84626.0,https://sortiment.lidl.ch/de/bio-pastinaken-500g-0084626,28.10.2024,,False,9.0,True,3.0,500g,g,,,,,,False,,,Pastinake
Rüebli,2.0,1000g,,Schweiz,,,2024-10-28,True,0.2,true,lidl,gemüse,Gemüse,Bio Rüebli 1kg,5.0,pro 1kg |,3.29,-39%,24.10. - 30.10.,BIO Organic,84611.0,https://sortiment.lidl.ch/de/bio-rueebli-1kg-0084611,28.10.2024,0.39,False,0.0,False,3.0,1kg,g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Rüebli
Mais,2.99,350g,,Schweiz,,,2024-10-28,True,0.85,true,lidl,gemüse,Gemüse,Bio Zuckermais 350g,0.0,pro 350g | 100g = 0.86 CHF,,,,BIO Organic,84592.0,https://sortiment.lidl.ch/de/bio-zuckermais-350g-0084592,28.10.2024,,True,9.0,True,3.0,350g,g,,,,,,False,,,Mais
Sellerie,3.49,500g,,Schweiz,,,2024-10-28,True,0.7,true,lidl,gemüse,Gemüse,BIO Stangen-Sellerie 500g,2.0,pro 500g | 1Kg = 6.98 CHF,,,,BIO Organic,84458.0,https://sortiment.lidl.ch/de/bio-stangen-sellerie-500g-0084458,28.10.2024,,True,9.0,True,3.0,500g,g,,,,,,False,,,Sellerie
Karotten,3.99,2500g,,Schweiz,,,2024-10-28,False,0.16,true,lidl,gemüse,Gemüse,"Rüebli Terra Natura 2,5kg",0.0,"pro 2,5kg | 1Kg = 1.60 CHF",,,,,83670.0,https://sortiment.lidl.ch/de/rueebli-terra-natura-2-5kg-0083670,28.10.2024,,True,9.0,True,4.0,"2,5kg",g,,,,,,False,,,Karotte
Kürbisse,2.79,1000g,,Schweiz,,,2024-10-28,False,0.28,true,lidl,gemüse,Gemüse,Kürbis Hokkaido,0.0,pro 1kg |,,,,,82840.0,https://sortiment.lidl.ch/de/kuerbis-hokkaido-0082840,28.10.2024,,True,9.0,True,2.0,1kg,g,,,,,,False,,,Kürbis
Sellerie,2.49,1000g,,Schweiz,,,2024-10-28,False,0.25,true,lidl,gemüse,Gemüse,Knollen-Sellerie,0.0,pro 1kg |,,,,,82720.0,https://sortiment.lidl.ch/de/knollen-sellerie-0082720,28.10.2024,,True,9.0,True,1.0,1kg,g,,,,,,False,,,Sellerie
Knoblauch,0.79,200g,,Spanien,,,2024-10-28,False,0.4,False,lidl,gemüse,Gemüse,Knoblauch 200g,0.0,pro 200g | 100g = 0.40 CHF,,,,,82711.0,https://sortiment.lidl.ch/de/knoblauch-200g-0082711,28.10.2024,,False,9.0,True,2.0,200g,g,,,,,,False,,,Knoblauch
Kürbisse,4.99,1 Stück,,Deutschland,,,2024-10-28,False,4.99,False,lidl,gemüse,Gemüse,Kürbis Halloween,0.0,pro Stück |,,,,,82696.0,https://sortiment.lidl.ch/de/kuerbis-halloween-0082696,28.10.2024,,True,9.0,True,2.0,Stück,Stück,,,,,,False,,,Kürbis
Peperoni,1.79,400g,,variabel,,,2024-10-28,True,0.45,False,lidl,gemüse,Gemüse,Bio Peperoni Mix 400g,7.0,pro 400g | 100g = 0.45 CHF,,,,BIO Organic,84587.0,https://sortiment.lidl.ch/de/bio-peperoni-mix-400g-0084587,28.10.2024,,False,9.0,True,4.0,400g,g,,,,,,False,,,Peperoni
Peperoncini,0.85,100g,,variabel,,,2024-10-28,False,0.85,False,lidl,gemüse,Gemüse,Peperoncini Mix 100g,11.0,pro 100g |,,,,,82660.0,https://sortiment.lidl.ch/de/peperoncini-mix-100g-0082660,28.10.2024,,False,5.0,False,3.0,100g,g,,,,,,False,,,Peperoncino
Spitzpaprikas,0.99,500g,,variabel,,,2024-10-28,False,0.2,False,lidl,gemüse,Gemüse,Spitzpeperoni rot 500g,11.0,pro 500g | 1Kg = 1.98 CHF,1.59,-37%,24.10. - 30.10.,,82637.0,https://sortiment.lidl.ch/de/spitzpeperoni-rot-500g-0082637,28.10.2024,0.38,False,9.0,True,3.0,500g,g,24.10.2024,30.10.2024,Thursday,Wednesday,6 days,True,,,Spitzpaprika
